population	name	generation	age	evals	fitness	parents
holistic	h0-0	37	59	38	0.0	
holistic	h0-1	19	59	20	0.0	
holistic	h0-2	5	59	6	0.0	
holistic	h0-3	50	59	51	0.3988	
holistic	h0-4	8	59	9	-0.0	
holistic	h0-5	25	59	26	-0.002	
holistic	h0-6	4	59	5	-0.0017	
holistic	h0-7	8	59	9	-0.0177	
holistic	h0-8	5	59	6	-0.0188	
holistic	h0-9	38	59	39	0.0346	
holistic	h0-10	10	59	11	0.0171	
holistic	h0-11	38	59	39	0.0	
holistic	h0-12	5	59	6	0.0	
holistic	h0-13	0	59	1	-0.1075	
holistic	h0-14	57	59	58	-0.0306	
holistic	h0-15	18	59	19	-0.0001	
holistic	h0-16	22	59	23	-0.0001	
holistic	h0-17	30	59	31	0.0	
holistic	h0-18	24	59	25	0.0	
holistic	h0-19	27	59	28	-0.0781	
holistic	h0-20	49	59	50	-0.0004	
holistic	h0-21	2	59	3	-0.0	
holistic	h0-22	17	59	18	-0.0044	
holistic	h0-23	22	59	23	-0.0001	
holistic	h0-24	33	59	34	0.0	
holistic	h0-25	34	59	35	0.0	
holistic	h0-26	40	59	41	0.9976	
holistic	h0-27	26	59	27	-0.1462	
holistic	h0-28	48	59	49	-0.1206	
holistic	h0-29	47	59	48	-0.0084	
holistic	h0-30	45	59	46	0.0	
holistic	h0-31	49	59	50	-0.2987	
holistic	h0-32	46	59	47	0.0	
holistic	h0-33	48	59	49	0.0003	
holistic	h0-34	15	59	16	0.0	
holistic	h0-35	0	59	1	-0.0	
holistic	h0-36	8	59	9	0.0	
holistic	h0-38	57	59	58	0.0	
holistic	h0-39	32	59	33	-0.0	
holistic	h0-40	55	59	56	0.0628	
holistic	h0-41	49	59	50	0.1404	
holistic	h0-42	28	59	29	0.0	
holistic	h0-43	21	59	22	0.06	
holistic	h0-44	0	59	1	-0.0039	
holistic	h0-45	19	59	20	0.0421	
holistic	h0-46	17	59	18	-0.0001	
holistic	h0-47	53	59	54	0.0	
holistic	h0-48	7	59	8	0.0	
holistic	h0-49	33	59	34	0.0	
holistic	h0-50	27	59	28	0.0	
holistic	h0-51	13	59	14	0.0	
holistic	h0-52	39	59	40	-0.0001	
holistic	h0-53	50	59	51	0.0	
holistic	h0-54	0	59	1	0.0	
holistic	h0-55	52	59	53	-0.0	
holistic	h0-56	23	59	24	0.0	
holistic	h0-57	41	59	42	0.0832	
holistic	h0-58	0	59	1	-0.0001	
holistic	h0-59	14	59	15	-0.0034	
holistic	he61	59	59	59	-0.0019	h0-44
conventional	c0-0	47	59	48	0.5252	
conventional	c0-1	17	59	18	0.1134	
conventional	c0-2	31	59	32	0.62	
conventional	c0-3	22	59	23	-0.0575	
conventional	c0-4	43	59	44	0.3038	
conventional	c0-5	16	59	17	-0.5976	
