season	population	alive	births	deaths	mean_lifetime_score	best_lifetime_score	mean_age	max_age
0	holistic	60	1	1	0.042976766513002175	1.935631575340452	31.133333333333333	59
0	conventional	60	1	1	-0.04665883964704213	3.4390627983430155	29.166666666666668	58
1	holistic	60	1	1	0.025934429341982253	0.9504454342591011	31.133333333333333	59
1	conventional	60	1	1	0.0037800021477890863	3.022610603514976	30.15	59
2	holistic	60	2	2	0.03464033059402124	0.9648632148536351	30.133333333333333	59
2	conventional	60	6	6	0.06269953813329135	1.8471814169869898	28.016666666666666	56
3	holistic	60	2	2	0.03498121570999144	0.7913583283861432	30.1	58
3	conventional	60	7	7	0.07613456917773091	1.4694212969233633	26.85	57
4	holistic	60	1	1	0.031274925941445396	0.7646045916840444	31.066666666666666	59
4	conventional	60	8	8	0.09463540488901521	1.3076358133787558	24.416666666666668	58
5	holistic	60	2	2	0.04982882739442843	0.7923782026202977	30.216666666666665	59
5	conventional	56	6	10	0.10952004133666625	1.5222272605153018	23.035714285714285	59
6	holistic	59	0	1	0.0744890051444956	0.9135805193660609	30.728813559322035	59
6	conventional	48	1	9	0.0895027204000024	1.050157501562708	24.104166666666668	58
7	holistic	54	0	5	0.06122871658547361	0.542934923162645	31.925925925925927	58
7	conventional	40	5	13	0.18877153687411322	1.5463356558874963	22.25	58
8	holistic	54	0	0	0.046174995082522374	0.47856310320698675	32.925925925925924	59
8	conventional	37	5	8	0.2150047699995304	1.046149135034801	21.64864864864865	58
9	holistic	50	1	5	0.04931227291183354	0.5844266632616604	31.9	58
9	conventional	34	4	7	0.32501099302658654	1.5781197705997276	20.5	59
10	holistic	47	0	3	0.04574468411310255	0.6322384533803123	32.808510638297875	59
10	conventional	35	6	5	0.2923445563525338	2.359231707713532	16.82857142857143	54
11	holistic	8	0	39	0.18480588715593246	0.5430252500397107	19.75	57
11	conventional	34	5	6	0.402512099201288	2.846822733538476	14.441176470588236	55
12	holistic	8	0	0	0.16734767324487104	0.4729143905995288	20.75	58
12	conventional	37	6	3	0.30579446876860267	2.3524288733737735	13.91891891891892	56
13	holistic	7	1	2	0.2179831343318053	0.8168345837680538	15.857142857142858	38
13	conventional	34	3	6	0.3084776377831497	2.5519356665057886	15.411764705882353	57
14	holistic	5	1	3	0.1845554319377458	0.7343680774608973	12.2	29
14	conventional	28	3	9	0.40810257043803017	1.3864460117507418	16.964285714285715	57
15	holistic	5	1	1	0.14705047358674278	0.7498896473491371	9.0	30
15	conventional	25	1	4	0.36696948593044854	0.8592529566853595	19.68	58
16	holistic	5	1	1	0.16124672828184455	0.7630889739455516	9.4	31
16	conventional	19	1	7	0.3783315351563492	0.9357661952640429	18.31578947368421	59
17	holistic	5	0	0	0.1323950253352013	0.7031067116054089	10.4	32
17	conventional	17	2	4	0.3894662293099974	0.8552886466956138	16.941176470588236	56
18	holistic	4	0	1	0.1515402604629445	0.6511940831092908	13.25	33
18	conventional	20	5	2	0.4402129192998571	2.538287254503504	14.45	57
19	holistic	2	0	2	0.26403501148416364	0.6050482420311735	9.5	16
19	conventional	21	3	2	0.3082012044558658	2.036269475040798	14.238095238095237	58
20	holistic	1	0	1	0.5647609440211514	0.5647609440211514	17.0	17
20	conventional	19	2	4	0.42866081927895444	1.2025481039188939	16.42105263157895	59
21	holistic	2	1	0	0.3197362166078101	0.6394724332156202	9.0	18
21	conventional	18	2	3	0.264426553860942	1.0373933074763357	11.11111111111111	55
22	holistic	2	0	0	0.24013966187759303	0.6010224352488683	10.0	19
22	conventional	16	3	5	0.556910786627512	2.3090891150199275	10.9375	56
23	holistic	2	0	0	0.22295900758937315	0.5661404397392431	11.0	20
23	conventional	17	3	2	0.2719050151850968	1.2601221352371121	9.058823529411764	57
24	holistic	1	0	1	0.5351555333258612	0.5351555333258612	21.0	21
24	conventional	17	2	2	0.3223249796055986	0.9074095793167537	9.823529411764707	58
25	holistic	1	0	0	0.5066436897482786	0.5066436897482786	22.0	22
25	conventional	14	2	5	0.3721133802982682	1.0218508192015885	11.142857142857142	59
26	holistic	1	0	0	0.5239604606371658	0.5239604606371658	23.0	23
26	conventional	14	3	3	0.28843887161575543	0.9376755105919358	7.642857142857143	27
27	holistic	1	0	0	0.4984315459755592	0.4984315459755592	24.0	24
27	conventional	11	0	3	0.4177386224483776	0.8270439778481048	9.818181818181818	28
28	holistic	1	0	0	0.5150725947952846	0.5150725947952846	25.0	25
28	conventional	11	0	0	0.4212965364050547	0.7105260261672087	10.818181818181818	29
29	holistic	1	0	0	0.4921358450871679	0.4921358450871679	26.0	26
29	conventional	10	0	1	0.3736063485703486	0.6114661047743358	11.1	30
30	holistic	1	0	0	0.5077959985818399	0.5077959985818399	27.0	27
30	conventional	8	0	2	0.30344196090846853	0.6049619486402575	11.5	31
31	holistic	1	0	0	0.5219469254649604	0.5219469254649604	28.0	28
31	conventional	7	0	1	0.28147393792598896	0.5276917763327268	13.571428571428571	32
32	holistic	1	0	0	0.5006305027216075	0.5006305027216075	29.0	29
32	conventional	4	0	3	0.3415900153197604	0.5275622857088368	12.25	19
33	holistic	1	0	0	0.4812035310737063	0.4812035310737063	30.0	30
33	conventional	3	0	1	0.350585973062744	0.46529891978796484	15.333333333333334	20
34	holistic	1	0	0	0.4628996971771903	0.4628996971771903	31.0	31
34	conventional	2	0	1	0.2698651997376514	0.30823344072278447	16.0	21
35	holistic	2	1	0	0.2540179573958693	0.5080359147917386	16.0	32
35	conventional	2	0	0	0.3185439554455109	0.3575040908268644	17.0	22
36	holistic	2	0	0	0.2521674944542102	0.5203698198248998	17.0	33
36	conventional	2	0	0	0.31902016655338533	0.3203759539474428	18.0	23
37	holistic	2	0	0	0.2432975607220118	0.5025836366330502	18.0	34
37	conventional	3	1	0	0.24892041918604568	0.4265863592691512	12.666666666666666	24
38	holistic	2	0	0	0.22778835882107107	0.48574511902435236	19.0	35
38	conventional	3	0	0	0.10491156950986318	0.3854328524729495	13.666666666666666	25
39	holistic	1	0	1	0.4699523989506527	0.4699523989506527	36.0	36
39	conventional	2	0	1	0.3373644048304226	0.3493958051130067	21.0	26
40	holistic	1	0	0	0.4549076031263151	0.4549076031263151	37.0	37
40	conventional	3	1	0	0.2539629269875187	0.4348245010004062	14.666666666666666	27
41	holistic	1	0	0	0.44051504548553	0.44051504548553	38.0	38
41	conventional	3	0	0	0.1615465828029916	0.4002002664202255	15.666666666666666	28
42	holistic	1	0	0	0.42707847139026395	0.42707847139026395	39.0	39
42	conventional	3	0	0	0.30807369540877166	0.36920277456249956	16.666666666666668	29
43	holistic	1	0	0	0.41418114765592823	0.41418114765592823	40.0	40
43	conventional	3	0	0	0.255745212489383	0.3411389281562811	17.666666666666668	30
44	holistic	1	0	0	0.4262134273123128	0.4262134273123128	41.0	41
44	conventional	3	0	0	0.23622368507603675	0.363682695367156	18.666666666666668	31
45	holistic	1	0	0	0.4141923204100103	0.4141923204100103	42.0	42
45	conventional	3	0	0	0.2685504023655045	0.3385567292814225	19.666666666666668	32
46	holistic	1	0	0	0.4025271933163816	0.4025271933163816	43.0	43
46	conventional	3	0	0	0.23797071122061123	0.3152092182340893	20.666666666666668	33
47	holistic	1	0	0	0.4143121220042071	0.4143121220042071	44.0	44
47	conventional	2	0	1	0.2886963593090255	0.2944256910536513	29.0	34
48	holistic	1	0	0	0.4033968446188483	0.4033968446188483	45.0	45
48	conventional	3	1	0	0.25700340622901474	0.4568254143473711	20.0	35
49	holistic	1	0	0	0.39271911458994724	0.39271911458994724	46.0	46
49	conventional	5	2	0	1.0101405085421553	4.329032682556486	12.6	36
50	holistic	1	0	0	0.38242101085180613	0.38242101085180613	47.0	47
50	conventional	7	2	0	0.4075169119921856	2.338549244841333	9.714285714285714	37
51	holistic	1	0	0	0.393500956152042	0.393500956152042	48.0	48
51	conventional	8	1	0	0.2558294409583484	1.3318382904922617	9.375	38
52	holistic	1	0	0	0.38349351821357275	0.38349351821357275	49.0	49
52	conventional	7	1	2	0.07828103515646735	0.842843939213055	7.428571428571429	39
53	holistic	1	0	0	0.374194868597155	0.374194868597155	50.0	50
53	conventional	7	1	1	0.5432112560613848	2.343957545869845	7.857142857142857	40
54	holistic	0	0	1	0.0	0.0	0.0	0
54	conventional	6	0	1	0.3702091238739534	0.8352192831808336	9.833333333333334	41
55	holistic	0	0	0	0.0	0.0	0.0	0
55	conventional	5	1	2	0.4503162106756159	1.0001417129365717	11.2	42
56	holistic	0	0	0	0.0	0.0	0.0	0
56	conventional	5	1	1	0.3263817263125214	1.3336840937833636	11.0	43
57	holistic	0	0	0	0.0	0.0	0.0	0
57	conventional	5	0	0	0.18083084257852886	0.9328119392855256	12.0	44
58	holistic	0	0	0	0.0	0.0	0.0	0
58	conventional	2	0	3	0.5424277343075212	0.6654650789331589	25.5	45
59	holistic	0	0	0	0.0	0.0	0.0	0
59	conventional	2	0	0	0.43129225536640664	0.46569474641895636	26.5	46
