# RBT-101 positive-control table, seed 806: C0 alive at 359, P alive at 520; from runs/RBT-90/forage-806 as restored from ckpt/rbt-90-806 at 8897960283 (600/600 seasons; lineage and genomes only)
role	population	name	g1	g2	installable	g1_w1	g2_w1	g1_w05	g2_w05	probe_off	probe_on	c0_ancestors	ns	g1_other	g1_vel	depth
C0	holistic	he597	0.000000	0.000000	-	-	-	-	-	-	-	-	5	0.000000	0.000000	0
C0	holistic	he598	0.000000	0.000000	-	-	-	-	-	-	-	-	2	0.000000	0.000000	0
C0	holistic	he599	0.000000	0.000000	-	-	-	-	-	-	-	-	8	0.000000	0.000000	0
C0	holistic	he601	1.517513	1.517513	-	-	-	-	-	-	-	-	3	0.000000	0.000000	0
C0	holistic	he602	1.061199	1.061199	-	-	-	-	-	-	-	-	4	0.000000	0.000000	0
C0	holistic	he604	0.000000	6.401595	-	-	-	-	-	-	-	-	5	0.000000	0.000000	0
C0	holistic	he605	0.000000	0.000000	-	-	-	-	-	-	-	-	7	0.000000	0.000000	0
C0	holistic	he606	0.000000	8.739885	-	-	-	-	-	-	-	-	4	0.000000	0.000000	0
C0	holistic	he608	0.000000	0.000000	-	-	-	-	-	-	-	-	2	0.000000	0.000000	0
C0	holistic	he611	0.000000	0.000000	-	-	-	-	-	-	-	-	2	1.373057	0.000000	0
C0	holistic	he613	0.000000	0.000000	-	-	-	-	-	-	-	-	1	0.000000	0.000000	0
C0	holistic	he614	0.000000	0.000000	-	-	-	-	-	-	-	-	7	0.000000	0.000000	0
C0	holistic	he615	0.000000	0.000000	-	-	-	-	-	-	-	-	2	0.000000	0.000000	0
C0	holistic	he620	1.517513	1.517513	-	-	-	-	-	-	-	-	3	0.000000	0.000000	0
C0	holistic	he624	0.000000	0.000000	-	-	-	-	-	-	-	-	1	0.000000	0.000000	0
C0	holistic	he625	0.000000	0.000000	-	-	-	-	-	-	-	-	2	2.220246	0.000000	0
C0	holistic	he628	0.000000	0.000000	-	-	-	-	-	-	-	-	7	0.000000	0.000000	0
C0	holistic	he629	0.000000	0.892158	-	-	-	-	-	-	-	-	3	0.000000	0.000000	0
C0	holistic	he630	0.000000	0.000000	-	-	-	-	-	-	-	-	5	0.000000	0.000000	0
C0	holistic	he631	0.000000	0.000000	-	-	-	-	-	-	-	-	3	0.000000	0.000000	0
C0	holistic	he632	0.000000	0.000000	-	-	-	-	-	-	-	-	6	0.315736	0.000000	0
C0	holistic	he633	0.000000	0.000000	-	-	-	-	-	-	-	-	2	0.000000	0.000000	0
C0	holistic	he637	0.000000	12.146328	-	-	-	-	-	-	-	-	4	0.000000	0.000000	0
C0	holistic	he638	0.000000	0.000000	-	-	-	-	-	-	-	-	8	0.000000	0.000000	0
C0	holistic	he639	0.000000	0.000000	-	-	-	-	-	-	-	-	2	1.214004	0.000000	0
C0	holistic	he643	0.000000	0.000000	-	-	-	-	-	-	-	-	8	0.000000	0.000000	0
C0	holistic	he644	0.000000	1.370513	-	-	-	-	-	-	-	-	2	0.000000	0.000000	0
C0	holistic	he647	0.000000	0.000000	-	-	-	-	-	-	-	-	2	0.000000	0.000000	0
C0	holistic	he648	0.000000	0.000000	-	-	-	-	-	-	-	-	6	0.000000	0.000000	0
C0	holistic	he650	1.517513	1.517513	-	-	-	-	-	-	-	-	3	0.000000	0.000000	0
C0	holistic	he651	0.000000	0.000000	-	-	-	-	-	-	-	-	7	0.000000	0.000000	0
C0	holistic	he653	3.482368	3.520844	-	-	-	-	-	-	-	-	7	1.258388	0.000000	0
C0	holistic	he654	0.000000	0.000000	-	-	-	-	-	-	-	-	2	0.000000	0.000000	0
C0	holistic	he656	0.000000	0.000000	-	-	-	-	-	-	-	-	2	0.000000	0.000000	0
C0	holistic	he660	0.000000	0.000000	-	-	-	-	-	-	-	-	2	2.220246	0.000000	0
C0	holistic	he661	0.000000	0.000000	-	-	-	-	-	-	-	-	1	0.000000	0.000000	0
C0	holistic	he662	0.000000	0.000000	-	-	-	-	-	-	-	-	3	0.000000	0.000000	0
C0	holistic	he663	0.000000	0.000000	-	-	-	-	-	-	-	-	1	0.000000	0.000000	0
C0	holistic	he666	0.000000	0.000000	-	-	-	-	-	-	-	-	2	0.000000	0.000000	0
C0	holistic	he667	1.517513	1.517513	-	-	-	-	-	-	-	-	3	0.000000	0.000000	0
C0	holistic	he668	0.000000	0.000000	-	-	-	-	-	-	-	-	6	1.361596	0.000000	0
C0	holistic	he669	0.000000	0.000000	-	-	-	-	-	-	-	-	2	0.000000	0.000000	0
C0	holistic	he670	0.000000	0.000000	-	-	-	-	-	-	-	-	2	0.000000	0.000000	0
C0	holistic	he674	0.000000	0.000000	-	-	-	-	-	-	-	-	2	0.000000	0.000000	0
C0	holistic	he675	1.466009	1.466009	-	-	-	-	-	-	-	-	4	0.000000	0.000000	0
C0	holistic	he676	0.000000	3.198030	-	-	-	-	-	-	-	-	3	0.000000	0.000000	0
C0	holistic	he677	0.000000	0.000000	-	-	-	-	-	-	-	-	2	0.000000	0.000000	0
C0	holistic	he678	0.000000	0.000000	-	-	-	-	-	-	-	-	2	0.000000	0.000000	0
C0	holistic	he679	0.000000	0.000000	-	-	-	-	-	-	-	-	2	0.000000	0.000000	0
C0	holistic	he682	0.000000	0.000000	-	-	-	-	-	-	-	-	7	0.000000	0.000000	0
C0	holistic	he683	0.300591	1.834051	-	-	-	-	-	-	-	-	2	0.000000	0.000000	0
C0	holistic	he685	0.000000	0.000000	-	-	-	-	-	-	-	-	5	0.236802	0.000000	0
C0	holistic	he690	0.000000	0.000000	-	-	-	-	-	-	-	-	2	0.000000	0.000000	0
C0	holistic	he691	0.000000	0.000000	-	-	-	-	-	-	-	-	5	0.000000	0.000000	0
C0	holistic	he692	0.000000	0.000000	-	-	-	-	-	-	-	-	2	2.220246	0.000000	0
C0	holistic	he693	0.000000	0.407904	-	-	-	-	-	-	-	-	3	0.680798	0.000000	0
C0	holistic	he694	0.000000	0.000000	-	-	-	-	-	-	-	-	4	0.000000	0.000000	0
C0	holistic	he695	0.000000	0.000000	-	-	-	-	-	-	-	-	1	0.000000	0.000000	0
C0	holistic	he696	0.000000	0.000000	-	-	-	-	-	-	-	-	1	0.000000	0.000000	0
C0	holistic	he697	0.338121	0.338121	-	-	-	-	-	-	-	-	2	0.000000	0.000000	0
P	holistic	he1000	0.000000	0.000000	1	1.000000	1.000000	0.500000	0.500000	0.000000	0.115484	he630,he648,he666,he669,he694,he697	7	0.000000	0.000000	5
P	holistic	he1001	1.873378	2.091229	1	2.873378	3.207517	2.373378	2.649373	0.187423	0.191886	he650	2	0.000000	0.000000	6
P	holistic	he1002	0.000000	0.000000	0	-	-	-	-	-	-	he650,he663,he675	1	0.000000	0.000000	5
P	holistic	he1003	0.000000	0.926427	1	1.000000	1.926427	0.500000	1.426427	0.000000	0.092011	he650,he663,he675	3	0.000000	0.000000	4
P	holistic	he1004	0.455818	0.455818	1	1.455818	1.455818	0.955818	0.955818	-	-	he630,he650,he675	5	0.000000	0.000000	4
P	holistic	he1005	0.000000	0.000000	1	1.000000	1.000000	0.500000	0.500000	-	-	he630,he648,he650,he663,he669,he675,he694,he697	4	0.000000	0.000000	4
