# RBT-101 positive-control table, seed 4: C0 alive at 359, P alive at 520; from runs/RBT-90/forage-4 as restored from ckpt/rbt-90-4 at fb023f8a3f (600/600 seasons; lineage and genomes only)
role	population	name	g1	g2	installable	g1_w1	g2_w1	g1_w05	g2_w05	probe_off	probe_on	c0_ancestors	ns	g1_other	g1_vel	depth
C0	holistic	he526	0.908448	1.316231	-	-	-	-	-	-	-	-	5	0.000000	0.000000	0
C0	holistic	he527	1.028457	2.794498	-	-	-	-	-	-	-	-	6	0.000000	0.000000	0
C0	holistic	he528	8.489066	43.687944	-	-	-	-	-	-	-	-	18	0.000000	0.000000	0
C0	holistic	he529	9.220843	24.798685	-	-	-	-	-	-	-	-	18	0.000000	0.000000	0
C0	holistic	he533	0.000000	0.000000	-	-	-	-	-	-	-	-	0	0.000000	0.000000	0
C0	holistic	he534	10.265160	76.921330	-	-	-	-	-	-	-	-	20	1.925136	0.000000	0
C0	holistic	he535	0.981521	2.565040	-	-	-	-	-	-	-	-	6	0.000000	0.000000	0
C0	holistic	he536	6.237104	12.206141	-	-	-	-	-	-	-	-	11	0.000000	0.000000	0
C0	holistic	he537	14.697760	40.392456	-	-	-	-	-	-	-	-	20	0.000000	0.000000	0
C0	holistic	he538	0.387960	0.621187	-	-	-	-	-	-	-	-	4	0.000000	0.000000	0
C0	holistic	he539	5.511841	20.545201	-	-	-	-	-	-	-	-	21	0.000000	0.000000	0
C0	holistic	he541	2.891179	7.753132	-	-	-	-	-	-	-	-	5	0.000000	0.000000	0
C0	holistic	he543	1.549246	4.185621	-	-	-	-	-	-	-	-	6	0.000000	0.000000	0
C0	holistic	he545	1.241178	3.283647	-	-	-	-	-	-	-	-	4	0.000000	0.000000	0
C0	holistic	he549	3.413551	7.419715	-	-	-	-	-	-	-	-	4	0.000000	0.000000	0
C0	holistic	he550	1.250555	3.228616	-	-	-	-	-	-	-	-	4	0.000000	0.000000	0
C0	holistic	he552	0.731985	0.452143	-	-	-	-	-	-	-	-	5	0.000000	0.000000	0
C0	holistic	he553	11.687242	28.456666	-	-	-	-	-	-	-	-	18	0.000000	0.000000	0
C0	holistic	he554	2.056914	11.168714	-	-	-	-	-	-	-	-	12	0.000000	0.000000	0
C0	holistic	he555	5.684206	19.542582	-	-	-	-	-	-	-	-	8	0.000000	0.000000	0
C0	holistic	he556	6.117624	13.409180	-	-	-	-	-	-	-	-	10	0.000000	0.000000	0
C0	holistic	he558	8.442833	23.571702	-	-	-	-	-	-	-	-	17	0.000000	0.000000	0
C0	holistic	he559	6.746116	14.349880	-	-	-	-	-	-	-	-	9	0.000000	0.000000	0
C0	holistic	he560	0.908448	0.659756	-	-	-	-	-	-	-	-	5	0.000000	0.000000	0
C0	holistic	he562	1.482879	3.996221	-	-	-	-	-	-	-	-	6	0.000000	0.000000	0
C0	holistic	he563	7.113092	18.562434	-	-	-	-	-	-	-	-	10	0.000000	0.000000	0
C0	holistic	he564	4.722586	14.826698	-	-	-	-	-	-	-	-	10	0.000000	0.000000	0
C0	holistic	he566	2.056914	23.487970	-	-	-	-	-	-	-	-	12	0.000000	0.000000	0
C0	holistic	he567	1.273222	3.239895	-	-	-	-	-	-	-	-	3	0.000000	0.000000	0
C0	holistic	he568	1.248370	2.715810	-	-	-	-	-	-	-	-	10	0.000000	0.000000	0
C0	holistic	he572	14.012018	27.738309	-	-	-	-	-	-	-	-	17	0.000000	0.000000	0
C0	holistic	he574	6.866528	12.832977	-	-	-	-	-	-	-	-	11	0.000000	0.000000	0
C0	holistic	he577	6.371545	17.162760	-	-	-	-	-	-	-	-	10	0.000000	0.000000	0
C0	holistic	he578	5.782358	17.521920	-	-	-	-	-	-	-	-	12	0.000000	0.000000	0
C0	holistic	he579	4.280902	1.837014	-	-	-	-	-	-	-	-	6	0.000000	0.000000	0
C0	holistic	he580	0.732959	2.335025	-	-	-	-	-	-	-	-	6	0.000000	0.000000	0
C0	holistic	he581	12.745368	28.725536	-	-	-	-	-	-	-	-	16	0.000000	0.000000	0
C0	holistic	he582	0.840395	2.157730	-	-	-	-	-	-	-	-	7	0.000000	0.000000	0
C0	holistic	he584	4.593777	13.295624	-	-	-	-	-	-	-	-	10	0.000000	0.000000	0
C0	holistic	he586	0.772674	1.729484	-	-	-	-	-	-	-	-	7	0.000000	0.000000	0
C0	holistic	he587	7.344538	39.788064	-	-	-	-	-	-	-	-	24	0.000000	0.000000	0
C0	holistic	he588	1.273222	3.206748	-	-	-	-	-	-	-	-	3	0.000000	0.000000	0
C0	holistic	he589	6.715481	35.585100	-	-	-	-	-	-	-	-	13	0.836839	0.000000	0
C0	holistic	he593	17.187364	34.973196	-	-	-	-	-	-	-	-	20	0.000000	0.000000	0
C0	holistic	he597	0.981521	2.767724	-	-	-	-	-	-	-	-	6	0.000000	0.000000	0
C0	holistic	he599	0.981521	2.565040	-	-	-	-	-	-	-	-	6	0.000000	0.000000	0
C0	holistic	he601	0.840395	2.157730	-	-	-	-	-	-	-	-	7	0.000000	0.000000	0
C0	holistic	he602	3.085371	49.259157	-	-	-	-	-	-	-	-	18	0.000000	0.000000	0
C0	holistic	he604	0.624185	1.231837	-	-	-	-	-	-	-	-	3	0.000000	0.000000	0
C0	holistic	he605	2.958416	7.944511	-	-	-	-	-	-	-	-	5	0.000000	0.000000	0
C0	holistic	he606	6.628260	37.195294	-	-	-	-	-	-	-	-	24	0.000000	0.000000	0
C0	holistic	he607	0.908448	1.316231	-	-	-	-	-	-	-	-	5	0.000000	0.000000	0
C0	holistic	he608	14.371126	48.610022	-	-	-	-	-	-	-	-	20	0.000000	0.000000	0
C0	holistic	he609	0.700580	1.596580	-	-	-	-	-	-	-	-	3	0.000000	0.000000	0
C0	holistic	he610	0.700580	1.596580	-	-	-	-	-	-	-	-	3	0.000000	0.000000	0
C0	holistic	he612	5.684206	19.276144	-	-	-	-	-	-	-	-	8	0.000000	0.000000	0
C0	holistic	he613	1.019426	2.011849	-	-	-	-	-	-	-	-	3	0.000000	0.000000	0
C0	holistic	he614	7.578399	52.936488	-	-	-	-	-	-	-	-	13	1.757022	0.000000	0
C0	holistic	he615	2.891179	7.753132	-	-	-	-	-	-	-	-	5	0.000000	0.000000	0
C0	holistic	he616	0.772674	2.208020	-	-	-	-	-	-	-	-	6	0.000000	0.000000	0
P	holistic	he772	1.161128	2.942045	1	1.384220	1.903912	0.884220	1.881307	0.015684	0.039725	he554,he560,he615	5	0.000000	0.000000	3
P	holistic	he773	1.545348	8.456174	1	2.545348	9.456174	2.045348	8.956174	0.119512	0.181901	he554,he560,he615	10	0.000000	0.000000	4
P	holistic	he774	1.824329	6.301070	1	2.312763	5.493043	1.812763	4.896702	1.130094	0.412666	he554,he560,he593,he613,he614	6	0.000000	0.000000	3
P	holistic	he776	0.000000	0.000000	0	-	-	-	-	-	-	he559,he588,he607,he609,he610,he614,he615	0	0.990662	0.000000	4
P	holistic	he777	2.083597	4.795004	1	3.083597	5.039462	2.583597	4.917233	-	-	he605	5	2.011045	0.000000	4
P	holistic	he779	1.205304	4.933575	1	2.205304	5.492101	1.705304	4.423201	-	-	he599	5	0.000000	0.000000	3
P	holistic	he780	9.492142	21.218031	1	10.492142	22.577293	9.992142	21.711046	-	-	he593,he604,he608	14	0.227324	0.000000	3
P	holistic	he781	1.267011	6.688296	1	1.755445	4.373678	1.255445	5.283928	-	-	he554,he560,he593,he613,he614	6	0.000000	0.000000	3
P	holistic	he782	0.000000	0.000000	0	-	-	-	-	-	-	he559,he588,he607,he609,he610,he614,he615	0	1.981324	0.000000	5
P	holistic	he783	8.887930	29.991676	1	9.887930	34.994441	9.387930	32.493059	-	-	he541,he584,he589,he605	22	0.000000	0.000000	4
P	holistic	he784	8.145155	73.976235	1	9.145155	76.105569	8.645155	75.040902	-	-	he554,he560,he602,he615	25	0.000000	0.000000	3
P	holistic	he785	8.107497	18.467177	1	9.107497	19.467177	8.607497	18.967177	-	-	he593,he604,he608,he613,he614	14	0.227324	0.000000	3
P	holistic	he788	5.929206	41.741030	1	6.929206	42.254668	6.429206	41.422048	-	-	he554,he560,he584,he605,he615	20	0.000000	0.000000	3
P	holistic	he789	5.828438	40.671636	1	6.828438	41.671636	6.328438	41.171636	-	-	he554,he560,he584,he605,he615	20	0.000000	0.000000	4
P	holistic	he790	2.819034	10.794154	1	3.819034	15.796919	3.319034	13.295537	-	-	he541,he584,he589,he605	6	0.000000	0.000000	4
P	holistic	he793	1.894362	6.728690	1	2.894362	7.728690	2.394362	7.228690	-	-	he554,he560,he615	12	0.000000	0.000000	4
P	holistic	he794	2.083597	4.922606	1	3.083597	7.782985	2.583597	6.352795	-	-	he605	5	0.654764	0.000000	4
P	holistic	he795	0.957870	22.491420	1	1.957870	25.106499	1.457870	23.798959	-	-	he554,he593,he613,he614	28	0.000000	0.000000	5
P	holistic	he796	7.746552	49.434308	1	8.746552	49.687807	8.246552	49.561058	-	-	he593,he613,he614	13	2.580708	0.000000	5
P	holistic	he797	2.100883	5.988337	1	1.100883	3.587378	1.600883	4.787858	-	-	he554,he560,he593,he613,he614,he615	6	0.000000	0.000000	5
P	holistic	he799	2.192681	3.959991	1	2.232177	4.031319	1.732177	3.128317	-	-	he554,he560,he593,he604,he608,he613,he614,he615	6	0.000000	0.000000	4
P	holistic	he800	7.602883	26.296729	1	8.602883	26.748408	8.102883	26.522568	-	-	he554,he593,he613,he614	16	3.262206	0.000000	5
P	holistic	he801	0.000000	0.000000	0	-	-	-	-	-	-	he541,he584,he589,he605,he610,he614	0	1.404846	0.000000	3
P	holistic	he802	2.192681	3.959991	1	3.192681	5.765995	2.692681	4.862993	-	-	he554,he560,he584,he593,he604,he605,he608,he613,he614,he615	6	0.000000	0.000000	4
P	holistic	he803	5.091384	16.168351	1	6.091384	17.168351	5.591384	16.668351	-	-	he554,he560,he593,he613,he614	20	2.409335	0.000000	4
P	holistic	he804	3.723148	11.265304	1	4.723148	11.786423	4.223148	11.525863	-	-	he541,he584,he589,he605	6	0.000000	0.000000	4
P	holistic	he805	1.253123	2.804881	1	2.253123	5.043192	1.753123	3.924037	-	-	he554,he559,he560,he581,he588,he607,he609,he610,he613,he614,he615	6	0.000000	0.000000	3
P	holistic	he807	0.125724	1.289760	1	1.125724	1.064322	0.625724	1.165548	-	-	he541,he554,he560,he589,he605,he615	8	0.000000	0.000000	4
P	holistic	he808	1.387961	2.873132	1	1.965721	4.469345	1.465721	3.087966	-	-	he605	5	2.011045	0.000000	5
P	holistic	he809	2.029727	4.270655	1	2.252819	3.656781	1.752819	3.377600	-	-	he554,he560,he615	6	0.000000	0.000000	6
P	holistic	he810	2.697867	4.589067	1	2.799333	4.724924	2.299333	4.055448	-	-	he541,he589,he605	5	0.000000	0.000000	5
P	holistic	he812	3.057194	12.916728	1	4.057194	15.503947	3.557194	14.210338	-	-	he554,he560,he607	18	0.000000	0.000000	4
P	holistic	he813	4.919928	19.310776	1	5.919928	20.310776	5.419928	19.810776	-	-	he593,he613,he614	6	0.000000	0.000000	5
P	holistic	he815	0.942248	2.891340	1	1.942248	3.891340	1.442248	3.391340	-	-	he541,he554,he560,he589,he605,he615	10	0.000000	0.000000	5
P	holistic	he816	0.000000	0.000000	1	1.000000	1.000000	0.500000	0.500000	-	-	he554,he560,he605,he615	5	0.000000	0.000000	5
P	holistic	he818	9.688006	42.012274	1	10.688006	47.469773	10.188006	44.741024	-	-	he559,he593,he609,he610,he613,he614	18	0.000000	0.000000	4
P	holistic	he820	2.987437	11.671475	1	3.987437	15.122997	3.487437	13.397236	-	-	he588,he607,he615	3	0.000000	0.000000	4
P	holistic	he821	9.380910	32.849397	1	10.380910	34.581891	9.880910	33.715644	-	-	he593,he604,he608	14	0.227324	0.000000	4
P	holistic	he822	2.480929	6.153677	1	2.717345	6.246159	2.217345	6.050567	-	-	he605	5	1.523674	0.000000	5
P	holistic	he823	0.000000	0.000000	0	-	-	-	-	-	-	he559,he588,he607,he609,he610,he614,he615	0	1.981324	0.000000	6
P	holistic	he824	12.749028	42.159076	1	13.749028	44.842980	13.249028	43.501028	-	-	he554,he560,he584,he593,he604,he605,he608,he613,he614,he615	24	0.000000	0.000000	5
P	holistic	he825	2.431476	16.930405	1	3.431476	17.930405	2.931476	17.430405	-	-	he588,he607,he615	3	0.000000	0.000000	4
P	holistic	he826	8.362626	31.360646	1	9.362626	31.887588	8.862626	31.624117	-	-	he541,he584,he589,he605	20	0.000000	0.000000	4
P	holistic	he828	0.942248	1.685700	1	1.942248	1.934124	1.442248	1.809912	-	-	he541,he554,he560,he589,he605,he615	10	0.000000	0.000000	6
P	holistic	he829	11.012712	75.515290	1	12.012712	78.570454	11.512712	77.042872	-	-	he541,he581,he589,he605,he614	26	0.000000	0.000000	4
P	holistic	he830	3.057194	12.916728	1	4.057194	15.503947	3.557194	14.210338	-	-	he541,he554,he560,he589,he605,he607	18	0.000000	0.000000	5
P	holistic	he831	6.962408	41.156860	1	7.962408	40.201885	7.462408	40.679373	-	-	he554,he560,he584,he605,he615	20	0.000000	0.000000	5
P	holistic	he832	2.359089	5.710619	1	3.359089	5.854153	2.859089	5.782386	-	-	he605	5	0.916715	0.000000	5
P	holistic	he833	0.000000	0.000000	0	-	-	-	-	-	-	he541,he584,he589,he605,he610,he614	0	1.713063	0.000000	4
