# RBT-101 positive-control table, seed 805: C0 alive at 359, P alive at 520; from runs/RBT-90/forage-805 as restored from ckpt/rbt-90-805 at e30cd0166c (600/600 seasons; lineage and genomes only)
role	population	name	g1	g2	installable	g1_w1	g2_w1	g1_w05	g2_w05	probe_off	probe_on	c0_ancestors	ns	g1_other	g1_vel	depth
C0	holistic	he587	1.566786	3.691858	-	-	-	-	-	-	-	-	3	0.000000	0.000000	0
C0	holistic	he592	2.823776	31.323544	-	-	-	-	-	-	-	-	23	0.000000	0.000000	0
C0	holistic	he594	0.000000	0.000000	-	-	-	-	-	-	-	-	2	0.000000	0.000000	0
C0	holistic	he596	0.000000	0.000000	-	-	-	-	-	-	-	-	7	0.000000	0.000000	0
C0	holistic	he597	0.000000	0.000000	-	-	-	-	-	-	-	-	2	0.000000	0.000000	0
C0	holistic	he598	0.737648	8.321630	-	-	-	-	-	-	-	-	12	0.000000	0.000000	0
C0	holistic	he599	0.000000	0.716200	-	-	-	-	-	-	-	-	3	0.000000	0.000000	0
C0	holistic	he602	0.000000	0.000000	-	-	-	-	-	-	-	-	3	0.000000	0.000000	0
C0	holistic	he603	0.000000	0.000000	-	-	-	-	-	-	-	-	4	0.000000	0.000000	0
C0	holistic	he605	0.000000	0.000000	-	-	-	-	-	-	-	-	1	0.000000	0.000000	0
C0	holistic	he608	0.000000	0.000000	-	-	-	-	-	-	-	-	1	0.000000	0.000000	0
C0	holistic	he609	3.236560	13.713179	-	-	-	-	-	-	-	-	4	0.000000	0.000000	0
C0	holistic	he610	0.000000	0.000000	-	-	-	-	-	-	-	-	1	0.000000	0.000000	0
C0	holistic	he611	0.000000	0.000000	-	-	-	-	-	-	-	-	13	0.000000	0.000000	0
C0	holistic	he614	0.000000	0.106449	-	-	-	-	-	-	-	-	10	0.000000	0.000000	0
C0	holistic	he616	0.000000	2.772316	-	-	-	-	-	-	-	-	6	0.000000	0.000000	0
C0	holistic	he619	0.000000	0.000000	-	-	-	-	-	-	-	-	2	0.000000	0.000000	0
C0	holistic	he620	0.000000	0.000000	-	-	-	-	-	-	-	-	1	0.000000	0.000000	0
C0	holistic	he621	0.000000	0.000000	-	-	-	-	-	-	-	-	3	0.000000	0.000000	0
C0	holistic	he625	0.000000	0.000000	-	-	-	-	-	-	-	-	1	0.000000	0.000000	0
