# garden c0-807-holistic seed 807 holistic season 359 n=60 J=8 run=/tmp/claude-0/-home-user-rabbitstew/52f1cf80-33ec-5db7-b040-2beb253b3270/scratchpad/ck/base-807 work_cost=0.03 (35 s, workers 4)
c0-807-holistic	807	holistic	359	he597	0.0774	-0.0478	0.2500	0.1250	5752.5225	5758.6627	0	0
c0-807-holistic	807	holistic	359	he599	0.7606	0.5103	0.8750	0.6250	3813.7551	3822.7991	0	0
c0-807-holistic	807	holistic	359	he601	1.1587	0.9091	1.2500	1.0000	3044.6423	3031.3976	0	0
c0-807-holistic	807	holistic	359	he602	1.5495	1.0480	1.7500	1.2500	6683.0933	6734.1303	0	0
c0-807-holistic	807	holistic	359	he603	1.4542	1.3285	1.6250	1.5000	5694.3992	5715.6499	0	0
c0-807-holistic	807	holistic	359	he604	0.7697	0.5233	0.8750	0.6250	3511.5178	3388.4805	0	0
c0-807-holistic	807	holistic	359	he605	0.5896	0.4671	0.6250	0.5000	1180.4906	1095.2228	0	0
c0-807-holistic	807	holistic	359	he606	1.0379	0.4377	1.1250	0.5000	2904.2003	2076.7979	0	0
c0-807-holistic	807	holistic	359	he609	1.5067	0.8817	1.6250	1.0000	3943.4471	3944.0097	0	0
c0-807-holistic	807	holistic	359	he610	1.8078	0.6844	2.0000	0.8750	6405.8733	6354.1976	0	0
c0-807-holistic	807	holistic	359	he611	0.6768	1.0577	0.8750	1.2500	6605.7991	6409.9202	0	0
c0-807-holistic	807	holistic	359	he612	2.8837	2.6338	3.0000	2.7500	3875.0718	3874.4548	0	0
c0-807-holistic	807	holistic	359	he613	1.0730	1.0727	1.2500	1.2500	5899.4243	5911.0076	0	0
c0-807-holistic	807	holistic	359	he615	0.8001	1.3010	1.0000	1.5000	6662.1830	6632.5795	0	0
c0-807-holistic	807	holistic	359	he617	0.3339	0.5845	0.5000	0.7500	5538.3211	5517.2361	0	0
c0-807-holistic	807	holistic	359	he618	0.8122	1.0659	1.0000	1.2500	6260.0788	6135.4537	0	0
c0-807-holistic	807	holistic	359	he619	-0.0136	-0.0308	0.0000	0.0000	451.7205	1026.4710	0	0
c0-807-holistic	807	holistic	359	he620	1.5460	1.4219	1.7500	1.6250	6800.7816	6771.5770	0	0
c0-807-holistic	807	holistic	359	he621	1.1625	0.9114	1.3750	1.1250	7082.1940	7119.2290	0	0
c0-807-holistic	807	holistic	359	he623	0.9485	0.9502	1.0000	1.0000	1718.3057	1659.7851	0	0
c0-807-holistic	807	holistic	359	he625	1.9983	1.8731	2.1250	2.0000	4224.6075	4229.3233	0	0
c0-807-holistic	807	holistic	359	he627	1.4207	1.1708	1.6250	1.3750	6808.8626	6805.6037	0	0
c0-807-holistic	807	holistic	359	he628	1.4528	1.2021	1.6250	1.3750	5740.0732	5762.5470	0	0
c0-807-holistic	807	holistic	359	he630	1.2367	0.8624	1.2500	0.8750	441.9328	419.4089	0	0
c0-807-holistic	807	holistic	359	he632	0.8647	1.7449	1.0000	1.8750	4509.8440	4336.3138	0	0
c0-807-holistic	807	holistic	359	he633	0.4802	0.2312	0.6250	0.3750	4825.5188	4793.5421	0	0
c0-807-holistic	807	holistic	359	he634	0.5959	0.3459	0.6250	0.3750	970.0328	970.3793	0	0
c0-807-holistic	807	holistic	359	he635	2.0510	0.8018	2.2500	1.0000	6633.7806	6606.5488	0	0
c0-807-holistic	807	holistic	359	he636	1.4805	0.7304	1.6250	0.8750	4818.0838	4818.3922	0	0
c0-807-holistic	807	holistic	359	he637	0.7920	0.5402	1.0000	0.7500	6932.8438	6992.7366	0	0
c0-807-holistic	807	holistic	359	he638	1.4340	1.3115	1.6250	1.5000	6368.1878	6283.5996	0	0
c0-807-holistic	807	holistic	359	he640	0.4327	0.5616	0.6250	0.7500	6411.1021	6280.6952	0	0
c0-807-holistic	807	holistic	359	he641	1.2066	1.3316	1.3750	1.5000	5614.3012	5613.0377	0	0
c0-807-holistic	807	holistic	359	he642	0.6024	0.6015	0.7500	0.7500	4921.1149	4949.9558	0	0
c0-807-holistic	807	holistic	359	he643	2.4204	2.9212	2.6250	3.1250	6818.8619	6794.3024	0	0
c0-807-holistic	807	holistic	359	he644	1.3629	1.6152	1.5000	1.7500	4569.0519	4491.8077	0	0
c0-807-holistic	807	holistic	359	he645	1.8460	1.4726	2.0000	1.6250	5134.5652	5079.3476	0	0
c0-807-holistic	807	holistic	359	he647	1.3119	0.9350	1.5000	1.1250	6270.9435	6334.1018	0	0
