# RBT-101 positive-control table, seed 1: C0 alive at 369, P alive at 530; from runs/RBT-90/forage-1 as restored from ckpt/rbt-90-1 at 4e5120f20e (600/600 seasons; lineage and genomes only)
role	population	name	g1	g2	installable	g1_w1	g2_w1	g1_w05	g2_w05	probe_off	probe_on	c0_ancestors	ns	g1_other	g1_vel	depth
C0	holistic	he694	0.000000	0.000000	-	-	-	-	-	-	-	-	5	0.000000	0.000000	0
C0	holistic	he695	0.000000	0.000000	-	-	-	-	-	-	-	-	4	0.000000	0.000000	0
C0	holistic	he698	0.125728	0.285573	-	-	-	-	-	-	-	-	4	0.000000	0.000000	0
C0	holistic	he700	3.196699	2.432785	-	-	-	-	-	-	-	-	5	0.000000	4.308335	0
C0	holistic	he701	1.270988	0.436193	-	-	-	-	-	-	-	-	17	0.000000	3.117474	0
C0	holistic	he703	0.000000	0.000000	-	-	-	-	-	-	-	-	4	0.000000	0.000000	0
C0	holistic	he704	0.000000	0.000000	-	-	-	-	-	-	-	-	8	0.000000	0.000000	0
C0	holistic	he705	2.539218	0.513899	-	-	-	-	-	-	-	-	5	0.000000	5.983937	0
C0	holistic	he708	0.000000	0.000000	-	-	-	-	-	-	-	-	7	0.000000	0.000000	0
C0	holistic	he710	0.000000	0.000000	-	-	-	-	-	-	-	-	1	0.000000	0.000000	0
C0	holistic	he715	0.000000	0.692866	-	-	-	-	-	-	-	-	3	0.000000	0.000000	0
C0	holistic	he716	0.000000	0.000000	-	-	-	-	-	-	-	-	3	0.000000	0.000000	0
C0	holistic	he718	0.000000	0.000000	-	-	-	-	-	-	-	-	1	0.000000	0.000000	0
C0	holistic	he722	1.270988	0.523036	-	-	-	-	-	-	-	-	17	0.000000	3.933454	0
C0	holistic	he723	0.307395	0.135660	-	-	-	-	-	-	-	-	4	0.000000	1.951258	0
C0	holistic	he724	0.000000	0.000000	-	-	-	-	-	-	-	-	4	0.000000	0.000000	0
C0	holistic	he725	0.000000	0.000000	-	-	-	-	-	-	-	-	3	0.000000	0.000000	0
C0	holistic	he727	1.952034	13.136138	-	-	-	-	-	-	-	-	6	0.000000	4.904194	0
C0	holistic	he728	0.000000	0.000000	-	-	-	-	-	-	-	-	4	0.000000	0.000000	0
C0	holistic	he729	2.243238	0.733316	-	-	-	-	-	-	-	-	8	0.000000	7.404572	0
C0	holistic	he730	0.000000	1.718619	-	-	-	-	-	-	-	-	3	0.000000	0.000000	0
C0	holistic	he732	0.000000	0.000000	-	-	-	-	-	-	-	-	3	0.000000	0.000000	0
C0	holistic	he734	2.143016	3.144876	-	-	-	-	-	-	-	-	14	0.000000	8.055272	0
C0	holistic	he737	0.000000	0.000000	-	-	-	-	-	-	-	-	3	0.000000	0.000000	0
C0	holistic	he738	0.000000	0.000000	-	-	-	-	-	-	-	-	5	0.000000	0.000000	0
C0	holistic	he740	0.000000	0.000000	-	-	-	-	-	-	-	-	5	0.000000	0.000000	0
C0	holistic	he741	0.000000	2.886188	-	-	-	-	-	-	-	-	2	0.000000	0.000000	0
C0	holistic	he742	0.249941	2.766837	-	-	-	-	-	-	-	-	4	0.000000	3.464783	0
C0	holistic	he744	0.000000	0.000000	-	-	-	-	-	-	-	-	3	0.000000	0.000000	0
C0	holistic	he745	0.000000	0.000000	-	-	-	-	-	-	-	-	7	0.000000	0.000000	0
C0	holistic	he746	0.000000	0.000000	-	-	-	-	-	-	-	-	3	0.000000	0.000000	0
C0	holistic	he748	0.000000	0.000000	-	-	-	-	-	-	-	-	3	0.000000	0.000000	0
C0	holistic	he749	0.000000	0.000000	-	-	-	-	-	-	-	-	3	0.000000	0.000000	0
C0	holistic	he750	0.000000	0.000000	-	-	-	-	-	-	-	-	5	0.000000	0.000000	0
C0	holistic	he753	0.000000	0.000000	-	-	-	-	-	-	-	-	3	0.000000	0.000000	0
C0	holistic	he754	0.000000	0.000000	-	-	-	-	-	-	-	-	2	0.000000	0.000000	0
C0	holistic	he755	0.000000	1.144150	-	-	-	-	-	-	-	-	4	0.000000	0.000000	0
C0	holistic	he756	2.197683	0.339276	-	-	-	-	-	-	-	-	6	0.000000	4.643193	0
C0	holistic	he758	0.000000	0.000000	-	-	-	-	-	-	-	-	16	0.000000	0.000000	0
C0	holistic	he759	2.710672	8.011617	-	-	-	-	-	-	-	-	10	0.000000	4.594838	0
