# RBT-101 positive-control table, seed 3: C0 alive at 369, P alive at 530; from runs/RBT-90/forage-3 as restored from ckpt/rbt-90-3 at a4a05c260f (600/600 seasons; lineage and genomes only)
role	population	name	g1	g2	installable	g1_w1	g2_w1	g1_w05	g2_w05	probe_off	probe_on	c0_ancestors	ns	g1_other	g1_vel	depth
C0	holistic	he617	3.009131	15.595067	-	-	-	-	-	-	-	-	11	4.549704	0.000000	0
C0	holistic	he621	4.397301	17.506163	-	-	-	-	-	-	-	-	10	8.703080	0.000000	0
C0	holistic	he622	0.503830	0.296735	-	-	-	-	-	-	-	-	4	0.000000	0.000000	0
C0	holistic	he623	2.848034	14.687950	-	-	-	-	-	-	-	-	13	1.368321	0.000000	0
C0	holistic	he624	0.000000	15.652942	-	-	-	-	-	-	-	-	10	0.000000	0.000000	0
C0	holistic	he626	0.533326	0.421172	-	-	-	-	-	-	-	-	1	0.000000	0.000000	0
C0	holistic	he630	0.134462	0.209263	-	-	-	-	-	-	-	-	14	0.000000	0.000000	0
C0	holistic	he632	1.741844	45.197212	-	-	-	-	-	-	-	-	8	1.353852	0.000000	0
C0	holistic	he634	0.435461	1.580527	-	-	-	-	-	-	-	-	1	0.000000	0.000000	0
C0	holistic	he636	0.547025	4.293796	-	-	-	-	-	-	-	-	19	5.330082	0.000000	0
C0	holistic	he637	0.313190	2.002251	-	-	-	-	-	-	-	-	1	0.000000	0.000000	0
C0	holistic	he640	0.134462	1.190669	-	-	-	-	-	-	-	-	14	0.000000	0.000000	0
C0	holistic	he642	2.043843	14.472607	-	-	-	-	-	-	-	-	13	0.822554	0.000000	0
C0	holistic	he644	7.019223	20.787870	-	-	-	-	-	-	-	-	15	6.376533	0.000000	0
C0	holistic	he646	2.349752	7.614054	-	-	-	-	-	-	-	-	21	1.582262	0.000000	0
C0	holistic	he649	4.983882	40.459781	-	-	-	-	-	-	-	-	20	2.736642	0.000000	0
C0	holistic	he650	0.156432	3.250576	-	-	-	-	-	-	-	-	1	0.000000	0.000000	0
C0	holistic	he652	2.518288	4.027960	-	-	-	-	-	-	-	-	16	0.912187	0.000000	0
C0	holistic	he656	0.481796	3.113596	-	-	-	-	-	-	-	-	1	0.000000	0.000000	0
C0	holistic	he657	0.000000	0.000000	-	-	-	-	-	-	-	-	12	0.000000	0.000000	0
C0	holistic	he659	0.000000	0.000000	-	-	-	-	-	-	-	-	0	0.000000	0.000000	0
C0	holistic	he661	0.435461	0.518493	-	-	-	-	-	-	-	-	1	0.000000	0.000000	0
C0	holistic	he667	1.462904	9.665443	-	-	-	-	-	-	-	-	10	4.217019	0.000000	0
C0	holistic	he668	7.791680	13.825720	-	-	-	-	-	-	-	-	18	6.944596	0.000000	0
C0	holistic	he670	2.350451	10.605380	-	-	-	-	-	-	-	-	33	1.168029	0.000000	0
C0	holistic	he671	0.000000	0.000000	-	-	-	-	-	-	-	-	0	0.000000	0.000000	0
C0	holistic	he672	0.533326	0.432832	-	-	-	-	-	-	-	-	1	0.000000	0.000000	0
C0	holistic	he674	0.481796	4.052891	-	-	-	-	-	-	-	-	1	0.000000	0.000000	0
C0	holistic	he676	2.349752	9.477623	-	-	-	-	-	-	-	-	29	1.582262	0.000000	0
C0	holistic	he678	0.435461	3.112269	-	-	-	-	-	-	-	-	1	0.000000	0.000000	0
C0	holistic	he679	2.335577	10.243350	-	-	-	-	-	-	-	-	21	1.658839	0.000000	0
C0	holistic	he683	1.720900	7.394150	-	-	-	-	-	-	-	-	21	0.959602	0.000000	0
C0	holistic	he684	2.470713	3.938942	-	-	-	-	-	-	-	-	16	2.361417	0.000000	0
C0	holistic	he686	0.668011	8.350593	-	-	-	-	-	-	-	-	4	1.603893	0.000000	0
C0	holistic	he687	0.533326	0.421172	-	-	-	-	-	-	-	-	13	0.000000	0.000000	0
C0	holistic	he688	0.134462	0.353793	-	-	-	-	-	-	-	-	5	0.000000	0.000000	0
C0	holistic	he690	5.118520	24.805006	-	-	-	-	-	-	-	-	16	8.949831	0.000000	0
C0	holistic	he691	0.000000	0.000000	-	-	-	-	-	-	-	-	30	0.000000	0.000000	0
C0	holistic	he692	0.481796	4.485563	-	-	-	-	-	-	-	-	1	0.000000	0.000000	0
C0	holistic	he693	0.813074	2.894116	-	-	-	-	-	-	-	-	1	0.000000	0.000000	0
C0	holistic	he694	0.435461	3.920563	-	-	-	-	-	-	-	-	5	0.000000	0.000000	0
C0	holistic	he695	0.963592	15.691834	-	-	-	-	-	-	-	-	2	0.000000	0.000000	0
C0	holistic	he699	0.435461	3.928037	-	-	-	-	-	-	-	-	1	0.000000	0.000000	0
C0	holistic	he707	0.435461	1.007287	-	-	-	-	-	-	-	-	1	0.000000	0.000000	0
C0	holistic	he708	2.470713	3.952626	-	-	-	-	-	-	-	-	16	2.645955	0.000000	0
C0	holistic	he710	0.000000	13.731598	-	-	-	-	-	-	-	-	14	0.000000	0.000000	0
C0	holistic	he712	1.121566	1.021072	-	-	-	-	-	-	-	-	1	0.000000	0.000000	0
C0	holistic	he714	3.009131	19.618104	-	-	-	-	-	-	-	-	13	5.514534	0.000000	0
C0	holistic	he716	1.554734	9.535705	-	-	-	-	-	-	-	-	10	4.217019	0.000000	0
C0	holistic	he719	0.435461	1.364562	-	-	-	-	-	-	-	-	1	0.000000	0.000000	0
C0	holistic	he720	1.836384	12.965679	-	-	-	-	-	-	-	-	28	0.371505	0.000000	0
C0	holistic	he721	0.156432	1.078189	-	-	-	-	-	-	-	-	1	0.000000	0.000000	0
C0	holistic	he722	0.481796	1.511659	-	-	-	-	-	-	-	-	1	0.000000	0.000000	0
C0	holistic	he723	2.178162	45.676742	-	-	-	-	-	-	-	-	32	0.912187	0.000000	0
C0	holistic	he724	2.132520	3.351901	-	-	-	-	-	-	-	-	12	2.645955	0.000000	0
C0	holistic	he725	0.435461	1.609554	-	-	-	-	-	-	-	-	1	0.000000	0.000000	0
C0	holistic	he726	2.349752	5.745140	-	-	-	-	-	-	-	-	13	1.230354	0.000000	0
C0	holistic	he727	1.690978	6.114610	-	-	-	-	-	-	-	-	19	1.399433	0.000000	0
C0	holistic	he728	2.848034	14.525415	-	-	-	-	-	-	-	-	13	1.368321	0.000000	0
C0	holistic	he729	0.435461	1.935454	-	-	-	-	-	-	-	-	1	0.000000	0.000000	0
P	holistic	he876	0.205855	1.572545	1	1.205855	2.572545	0.705855	2.072545	0.009859	0.100406	he707,he721,he728	1	0.332630	0.000000	3
P	holistic	he877	0.000000	20.752048	1	1.000000	21.752048	0.500000	21.252048	0.011028	0.054064	he710	14	0.000000	0.000000	3
P	holistic	he878	0.000000	11.647434	1	1.000000	12.647434	0.500000	12.147434	0.116182	0.238355	he710	14	0.000000	0.000000	3
P	holistic	he882	1.692227	2.544167	1	2.692227	3.735094	2.192227	3.139630	-	-	he679,he692,he723	29	0.699563	0.000000	4
P	holistic	he885	0.000000	9.041462	1	1.000000	10.041462	0.500000	9.541462	-	-	he710	14	0.000000	0.000000	4
P	holistic	he887	1.973140	2.273402	1	2.973140	3.273402	2.473140	2.773402	-	-	he716,he728	18	1.928618	0.000000	3
P	holistic	he888	1.762795	4.299886	1	2.762795	5.299886	2.262795	4.799886	-	-	he710,he726,he728	16	0.270752	0.000000	3
P	holistic	he889	1.121566	0.892924	1	0.121566	0.107076	0.621566	0.392924	-	-	he712	1	0.000000	0.000000	3
P	holistic	he890	0.481796	1.119812	1	1.481796	1.066785	0.981796	0.686005	-	-	he693,he707,he721,he722,he723	2	0.000000	0.000000	2
