season	population	alive	births	deaths	mean_lifetime_score	best_lifetime_score	mean_age	max_age
0	holistic	60	0	0	0.07578553616523571	2.8612098476433965	31.15	58
0	conventional	60	0	0	0.2839038676447512	3.601981444523002	28.7	59
1	holistic	60	0	0	0.050207510220436756	1.3529636206731837	32.15	59
1	conventional	60	1	1	0.269378548251926	3.0819196473184176	28.7	56
2	holistic	60	4	4	0.058802278659136696	1.1876611109736948	29.15	59
2	conventional	60	3	3	0.35926150651548433	2.4007680907374285	28.25	57
3	holistic	60	1	1	0.07496594752385073	1.354684331157833	29.15	58
3	conventional	60	7	7	0.32689781678094626	2.0300442094682065	25.466666666666665	58
4	holistic	60	0	0	0.09395323604684558	1.8116705373502684	30.15	59
4	conventional	60	6	6	0.333699676245843	2.1308504586442405	24.916666666666668	57
5	holistic	60	1	1	0.09045993083554195	2.14902831076723	30.15	59
5	conventional	60	6	6	0.2946538619179631	1.858233760827759	24.4	58
6	holistic	59	4	5	0.08086789287147213	1.8131317513056031	29.440677966101696	59
6	conventional	60	8	8	0.3173635734383088	4.154502851705204	24.233333333333334	59
7	holistic	58	3	4	0.08568506291239296	1.6120541522637033	28.155172413793103	58
7	conventional	59	15	16	0.26551549122919643	1.9490125734912596	19.52542372881356	59
8	holistic	59	3	2	0.14054607445846481	1.6455104371917322	28.050847457627118	59
8	conventional	60	8	7	0.6252844933727708	5.43465838272159	17.533333333333335	58
9	holistic	60	4	3	0.21615331764345733	2.260799638100054	26.5	58
9	conventional	60	9	9	0.6630059012380646	3.39105343058046	17.9	59
10	holistic	60	3	3	0.20160847364740467	1.936075742840619	26.233333333333334	59
10	conventional	60	5	5	0.7822594190521925	2.772547680188809	17.216666666666665	58
11	holistic	30	6	36	0.589280559111802	4.82191709510534	10.4	48
11	conventional	60	5	5	0.7012438397667907	2.483268701480163	17.866666666666667	59
12	holistic	36	7	1	0.47496458610880243	3.8634102257838854	9.38888888888889	49
12	conventional	60	11	11	0.6296289388044474	2.1374550112170017	15.766666666666667	59
13	holistic	47	12	1	0.5807148149350997	3.880209690962461	7.425531914893617	50
13	conventional	60	3	3	0.7334364674029114	2.4376604981572245	15.083333333333334	59
14	holistic	60	13	0	0.4990484868583074	2.793981547916243	6.6	51
14	conventional	60	7	7	0.7553225884892371	2.308934220138398	13.683333333333334	59
15	holistic	60	2	2	0.5363353270546971	1.9386431661609544	6.266666666666667	52
15	conventional	60	4	4	0.7910088889947117	2.3360167757758306	11.716666666666667	58
16	holistic	60	4	4	0.5748067839485602	1.9528789268684403	6.983333333333333	53
16	conventional	60	4	4	0.749729214078973	3.3417977008394883	12.533333333333333	59
17	holistic	60	9	9	0.622887533848516	2.10827603961041	7.35	54
17	conventional	60	3	3	0.8544470752824707	4.347431696996175	12.433333333333334	57
18	holistic	60	1	1	0.7324300200237042	1.9859662697743534	8.283333333333333	55
18	conventional	60	1	1	0.8837095466772056	6.563812774228415	13.383333333333333	58
19	holistic	60	4	4	0.7403440338040386	1.8535913434548537	8.466666666666667	56
19	conventional	60	4	4	0.7893159108638831	3.059325772208691	13.55	59
20	holistic	60	1	1	0.8069001112569413	2.896588381749313	9.4	57
20	conventional	60	2	2	0.79152078014356	2.0896598618450297	13.483333333333333	58
21	holistic	60	2	2	0.7614881209460826	1.861111551894155	10.266666666666667	58
21	conventional	60	2	2	0.7619342722705914	2.3420475771186045	14.416666666666666	59
22	holistic	60	1	1	0.7486156702154443	2.2617791388613275	11.116666666666667	59
22	conventional	60	3	3	0.8119883651969293	2.8426927372746094	13.683333333333334	58
23	holistic	60	2	2	0.7608867112450253	2.225596602204823	10.466666666666667	57
23	conventional	60	2	2	0.8303957779307897	2.346368260273539	14.383333333333333	59
24	holistic	60	2	2	0.8080884687585431	2.2779376334229826	11.233333333333333	58
24	conventional	60	1	1	0.8726771201114283	2.0958347352756133	14.383333333333333	58
25	holistic	60	0	0	0.8494222422711561	2.322583832128247	12.233333333333333	59
25	conventional	60	0	0	0.8645873489655805	2.0183873299515676	15.383333333333333	59
26	holistic	60	2	2	0.8165606839394156	2.146951630150467	12.166666666666666	34
26	conventional	60	3	3	0.7993815919736478	2.3495396317409343	14.15	41
27	holistic	60	2	2	0.8008959042274907	1.9950933254986378	12.766666666666667	35
27	conventional	60	2	2	0.9882204519378439	5.558439787384973	14.883333333333333	42
28	holistic	60	1	1	0.8215582221518506	2.0491949028560845	13.7	36
28	conventional	60	0	0	0.935994472543578	4.0036641065379746	15.883333333333333	43
29	holistic	60	0	0	0.8011376829243185	2.037493072163365	14.7	37
29	conventional	60	1	1	0.89604376941294	2.8510452064258653	16.85	44
30	holistic	60	2	2	0.8024980842217846	1.9718000271528728	15.566666666666666	38
30	conventional	60	1	1	0.8913900280850485	2.259026491022741	17.8	45
31	holistic	60	1	1	0.9013890634878515	4.863583674280319	16.5	39
31	conventional	60	0	0	0.9003237440998054	2.399670015923991	18.8	46
32	holistic	60	1	1	0.8542853416007917	2.4040297139223545	17.233333333333334	40
32	conventional	60	2	2	0.8695925616602871	1.9416667189079306	19.2	47
33	holistic	60	0	0	0.9308000269997249	1.888607824597145	18.233333333333334	41
33	conventional	60	0	0	0.8310563629161186	1.70830253631881	20.2	48
34	holistic	60	0	0	0.9538195155270403	2.128432584993085	19.233333333333334	42
34	conventional	60	0	0	0.9009440366306588	1.9569234432448614	21.2	49
35	holistic	60	0	0	0.940164808692049	2.222455797759886	20.233333333333334	43
35	conventional	60	0	0	0.8869631259346594	1.6319626353741195	22.2	50
36	holistic	60	0	0	0.9154582615197947	2.1905224785611845	21.233333333333334	44
36	conventional	60	0	0	0.8531507953878384	1.695171905634239	23.2	51
37	holistic	60	0	0	0.9023186154585642	2.0916092336688408	22.233333333333334	45
37	conventional	60	0	0	0.8449442036760044	1.6322190384892798	24.2	52
38	holistic	60	1	1	0.8912464275698381	2.0721407942656875	23.1	46
38	conventional	60	0	0	0.8250295495619376	1.7621289818938652	25.2	53
39	holistic	60	0	0	0.8922096303849939	2.1178574401817065	24.1	47
39	conventional	60	0	0	0.8195370927504322	1.8187946814974234	26.2	54
40	holistic	60	0	0	0.883373445145361	2.0408663239377294	25.1	48
40	conventional	60	0	0	0.7930715205066468	1.7776464338923772	27.2	55
41	holistic	60	0	0	0.8771509267807965	2.0831370953201422	26.1	49
41	conventional	60	1	1	0.7981790236160985	1.7712489740599113	27.916666666666668	56
42	holistic	60	1	1	0.8710117422560264	2.015985859795579	27.033333333333335	50
42	conventional	60	0	0	0.8043382921870592	1.8820892601957429	28.916666666666668	57
43	holistic	60	0	0	0.8667468327863309	2.005296018692213	28.033333333333335	51
43	conventional	60	0	0	0.8489059488897016	1.9575706815025407	29.916666666666668	58
44	holistic	60	0	0	0.8643870222211765	1.9481725591245902	29.033333333333335	52
44	conventional	60	0	0	0.8435688651785713	1.94682751506726	30.916666666666668	59
45	holistic	60	0	0	0.8721450739153034	1.8962139526362052	30.033333333333335	53
45	conventional	60	1	1	0.8432430915139771	1.90847630163615	30.916666666666668	51
46	holistic	60	1	1	0.8688273625635116	1.8487008029048473	30.966666666666665	54
46	conventional	60	0	0	0.8297131084991902	1.8983199468383676	31.916666666666668	52
47	holistic	60	0	0	0.862729655800226	1.7634862854601367	31.966666666666665	55
47	conventional	60	0	0	0.8550691998327588	2.4669847802105616	32.916666666666664	53
48	holistic	60	0	0	0.8817830408869037	1.6951335113890904	32.96666666666667	56
